                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     268                                      493                  3.0000000000000000E+000                  2.0000000000000000E-002                  4.9943073722827611E+006                  3.6024759046979359E+005                  1.2086311022869981E+004                  7.9031928283592947E+001                  2.0303578721897062E+000                 -3.3413975173655563E+000                  6.9696863243673446E-001                  2.5330804943727111E-006                  2.8237301191604175E-001                  4.2907218797358426E-005                  6.1277388189420025E-003                  1.1015146291632791E-002                  2.5129237964844932E-003                  2.9999904477343322E+000                  0.0000000000000000E+000                  2.0980320173134039E+000                  7.9838119135371914E-005                  8.4129555039991755E-001                  8.7804229512906517E-003                  7.8854533641247344E-003                  3.3507108021038241E-002                  7.5387473853377688E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.9999904476444632E+000                  2.0263613274090728E+000                  2.9999904469035839E+000                  2.0207674679176990E+000                  1.6723706075879531E+004                  1.3165704726565829E+006                  3.7959221201959854E+008                  7.9042725294734211E+001                  7.9042725294734211E+001                  8.5715226444185680E-037                  5.3897113995143071E+000                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.5761110112069631E+014                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20250522" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56 
                                    mass                                   radius                               luminosity                                 pressure                                   logRho                                     logT                                   energy                                  entropy                                       cp                                   gamma1                                    grada                                       mu                                   free_e                                       ye                                     pgas                                     prad                                    gradr                                    gradT                                 velocity                                 conv_vel                                  opacity                                  eps_nuc                                       pp                                      cno                                 tri_alfa                        eps_nuc_neu_total                              non_nuc_neu                                 eps_grav                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                     ne20                                     mg24                                     si28                                      s32                                     ar36                                     ca40                                     ti44                                     cr48                                     fe52                                     fe54                                     fe56                                     ni56                                      eta                                log_omega                                    v_rot                                    j_rot                           dynamo_log_B_r                         dynamo_log_B_phi                               log_D_conv                               log_D_semi                                log_D_ovr                               log_D_thrm 
                 2.9999904477343322E+000                  2.0303578721897062E+000                  7.9031928283592947E+001                  1.0675851518873737E+003                 -9.1636756556476548E+000                  4.0889129637479007E+000                  1.2828298476690877E+013                  3.6979137901740835E+001                  8.8029779368975937E+008                  1.3053412899522434E+000                  2.1012755726543902E-001                  6.8839997742844317E-001                  6.8131877227089765E-001                  8.5000496627234856E-001                  1.0103867908695350E+003                  5.7198361017838778E+001                  1.3616465125234947E-001                  1.3616465125234947E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4421200340013977E+001                  1.0059442596661375E-028                  1.0059442596661375E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0244427007974912E-030                  0.0000000000000000E+000                  2.0807164594117535E-004                  6.9999999999942020E-001                  2.9797635831048175E-005                  2.7997020236474873E-001                  4.1193902129486445E-003                  1.2067031330276038E-003                  1.1203876416666527E-002                  2.5129237964844923E-003                  9.5710644087274553E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6969317227869922E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 2.9999904477328321E+000                  2.0301087846902068E+000                  7.9031928283592947E+001                  1.2900534861859594E+003                 -9.0923144999403274E+000                  4.1008197870159337E+000                  1.2959460038867326E+013                  3.6803000898322203E+001                  7.8706246638889992E+008                  1.3318224375613463E+000                  2.2506522656664099E-001                  6.8725637627531289E-001                  6.8208796064801902E-001                  8.5000496627234856E-001                  1.2262255389116749E+003                  6.3827947274284547E+001                  1.4604618298657149E-001                  1.4604618298657149E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5065137751361389E+001                  1.1855966294857863E-028                  1.1855966294857863E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.7431710611960650E-030                  0.0000000000000000E+000                  2.2005768607116137E-004                  6.9999999999942020E-001                  2.9797635831048175E-005                  2.7997020236474873E-001                  4.1193902129486445E-003                  1.2067031330276038E-003                  1.1203876416666527E-002                  2.5129237964844923E-003                  9.5710644087274542E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6840803540553907E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 2.9999904477315193E+000                  2.0299238187836446E+000                  7.9031928283592947E+001                  1.4977662878092556E+003                 -9.0376707090464912E+000                  4.1111842279947846E+000                  1.3059814815643123E+013                  3.6704708436941885E+001                  7.2327186482605243E+008                  1.3535498479477268E+000                  2.3742493063077483E-001                  6.8565027905251297E-001                  6.8644265280458472E-001                  8.5000496627234856E-001                  1.4275450239833301E+003                  7.0221263825925462E+001                  1.6014463534129367E-001                  1.6014463534129367E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5352612855035733E+001                  1.3445665335670155E-028                  1.3445665335670155E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.3791558724609833E-030                  0.0000000000000000E+000                  2.2719634478975684E-004                  6.9999999999942020E-001                  2.9797635831048175E-005                  2.7997020236474873E-001                  4.1193902129486445E-003                  1.2067031330276038E-003                  1.1203876416666527E-002                  2.5129237964844923E-003                  9.5710644087274542E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6744380900125105E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 2.9999904477302066E+000                  2.0297606930915690E+000                  7.9031928283592947E+001                  1.6536009748020642E+003                 -9.0018382678113245E+000                  4.1183937747805244E+000                  1.3128597130010508E+013                  3.6644495234001724E+001                  6.9081371343651736E+008                  1.3650746846865704E+000                  2.4417455430131335E-001                  6.8466668884909532E-001                  6.8711767613639529E-001                  8.5000496627234856E-001                  1.5785585551886520E+003                  7.5042419613412179E+001                  1.7014488939437830E-001                  1.7014488939437830E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5446687616537208E+001                  1.4602116518333747E-028                  1.4602116518333749E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.8418128712144784E-030                  0.0000000000000000E+000                  2.3213521286268488E-004                  6.9999999999942020E-001                  2.9797635831048175E-005                  2.7997020236474873E-001                  4.1193902129486445E-003                  1.2067031330276038E-003                  1.1203876416666527E-002                  2.5129237964844923E-003                  9.5710644087274542E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6685673141466864E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 2.9999904477295503E+000                  2.0296855808186365E+000                  7.9031928283592947E+001                  1.8094587308798818E+003                 -8.9696083431090869E+000                  4.1252746195994501E+000                  1.3194317945678697E+013                  3.6589580732079682E+001                  6.6774605008520889E+008                  1.3724997319350054E+000                  2.4882604270792091E-001                  6.8380542853737858E-001                  6.8910748186945048E-001                  8.5000496627234856E-001                  1.7295065696388792E+003                  7.9952161241002628E+001                  1.7383355452687593E-001                  1.7383355452687593E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5438011749608389E+001                  1.5727030752714496E-028                  1.5727030752714496E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.2918530037646767E-030                  0.0000000000000000E+000                  2.3570931883897602E-004                  6.9999999999942020E-001                  2.9797635831048175E-005                  2.7997020236474873E-001                  4.1193902129486445E-003                  1.2067031330276038E-003                  1.1203876416666527E-002                  2.5129237964844923E-003                  9.5710644087274542E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6632351010070277E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 2.9999904477282375E+000                  2.0295460863795021E+000                  7.9031928283592947E+001                  1.9653593409375810E+003                 -8.9400720799397373E+000                  4.1316375289676479E+000                  1.3254547077679379E+013                  3.6537056694694279E+001                  6.5330071901495290E+008                  1.3758336627256711E+000                  2.5128218104185057E-001                  6.8308577825330363E-001                  6.9186296385130075E-001                  8.5000496627234856E-001                  1.8805815989011505E+003                  8.4777742036430496E+001                  1.7937451102848836E-001                  1.7937451102848836E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5393297655789112E+001                  1.6833869277154187E-028                  1.6833869277154187E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.7346616562169988E-030                  0.0000000000000000E+000                  2.3947563620041519E-004                  6.9999999999942020E-001                  2.9797635831048178E-005                  2.7997020236474873E-001                  4.1193902129486445E-003                  1.2067031330276038E-003                  1.1203876416666527E-002                  2.5129237964844923E-003                  9.5710644087274542E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6582448116370561E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 2.9999904477275816E+000                  2.0294809183737881E+000                  7.9031928283592947E+001                  2.1030370298991343E+003                 -8.9160711915100563E+000                  4.1370089082338692E+000                  1.3306595567023588E+013                  3.6499816123235526E+001                  6.4695393473430097E+008                  1.3757181977490569E+000                  2.5175814174847416E-001                  6.8250374925612611E-001                  6.9301104262702828E-001                  8.5000496627234856E-001                  2.0139596647326132E+003                  8.9077365166521204E+001                  1.8149658089871118E-001                  1.8149658089871118E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5312546217849730E+001                  1.7790396844255036E-028                  1.7790396844255036E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.1173359792271210E-030                  0.0000000000000000E+000                  2.4197311771561122E-004                  6.9999999999942020E-001                  2.9797635831048175E-005                  2.7997020236474873E-001                  4.1193902129486445E-003                  1.2067031330276038E-003                  1.1203876416666527E-002                  2.5129237964844923E-003                  9.5710644087274553E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6544144582877585E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 2.9999904477264994E+000                  2.0293792259193819E+000                  7.9031928283592947E+001                  2.2744796773578573E+003                 -8.8883540665466523E+000                  4.1432773300178232E+000                  1.3368748109578004E+013                  3.6460062464532641E+001                  6.4614926268559587E+008                  1.3718917810936375E+000                  2.5026760772894907E-001                  6.8184231335410450E-001                  6.9359252093646107E-001                  8.5000496627234856E-001                  2.1801081357301127E+003                  9.4371541627744591E+001                  1.8426604413217088E-001                  1.8426604413217088E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5207339806076790E+001                  1.8962854339485444E-028                  1.8962854339485446E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.5863965621911606E-030                  0.0000000000000000E+000                  2.4438165599811683E-004                  6.9999999999942020E-001                  2.9797635831048175E-005                  2.7997020236474873E-001                  4.1193902129486445E-003                  1.2067031330276038E-003                  1.1203876416666527E-002                  2.5129237964844923E-003                  9.5710644087274553E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6501114489895304E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
                 2.9999904477254171E+000                  2.0292838115496372E+000                  7.9031928283592947E+001                  2.5316920180615975E+003                 -8.8507720166951618E+000                  4.1520767949788588E+000                  1.3460258009202045E+013                  3.6408433797573217E+001                  6.5590175499909115E+008                  1.3609679772193508E+000                  2.4506661868151147E-001                  6.8090900804228571E-001                  6.9560695311189003E-001                  8.5000496627234856E-001                  2.4293535504996016E+003                  1.0233846756199598E+002                  1.8654613790223043E-001                  1.8654613790223043E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.5038536689747096E+001                  2.0676979346938786E-028                  2.0676979346938791E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.2721599937358139E-030                  0.0000000000000000E+000                  2.4563975969748387E-004                  6.9999999999942020E-001                  2.9797635831048175E-005                  2.7997020236474873E-001                  4.1193902129486445E-003                  1.2067031330276038E-003                  1.1203876416666527E-002                  2.5129237964844923E-003                  9.5710644087274542E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6441938450059247E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001 
